 ,Armii Krajowej,Bora-Komorowskiego,Bulwary,Dworzec,Grzegórzecka,Kamieńskiego,Klimeckiego,Kopernika,Kotlarska,Mogilska,Monte Cassino,Niepołomska,Nowohucka,Smoleńsk,Tyniecka,Wadowicka,Wielicka,Średnia temp.,Min. temp.,Maks. temp.,Odczuwalna temp.,Opady (mm),Wiatr
2020/12/24,53,86,155,85,196,35,72,228,144,190,134,64,42,132,77,91,100,7,5,9,5,6.5,17
2020/12/25,77,54,166,68,93,27,72,147,104,150,120,95,36,58,115,54,89,3.5,1,6,-1,1.1,19
2020/12/26,64,76,204,121,268,67,108,263,204,203,174,113,50,113,224,99,100,-2,-5,1,-5,0.6,14
2020/12/27,135,144,502,230,449,151,192,483,347,394,317,353,92,183,537,167,207,-1,-4,2,-3,0,9
2020/12/28,206,356,629,580,749,269,450,907,783,959,621,311,191,401,488,808,452,2.5,-1,6,-1,0,15
2020/12/29,289,404,859,624,916,332,516,1078,918,1135,781,390,271,492,624,541,536,4,2,6,1,0,13
2020/12/30,139,228,399,502,678,152,345,785,597,827,417,106,136,329,158,364,370,3.5,2,5,2,1.7,6
2020/12/31,188,215,484,421,682,190,294,703,535,703,482,312,144,365,352,321,364,1.5,0,3,0,0,5
2021/01/01,124,118,383,229,482,108,154,454,359,357,283,203,64,172,338,170,154,2,0,4,0,0,5
2021/01/02,214,258,678,355,608,239,312,564,508,626,494,430,176,300,709,386,293,-1,-6,4,-1,0,7
2021/01/03,179,184,609,291,594,149,257,543,434,502,404,325,139,227,496,491,253,3,1,5,2,0.4,5
2021/01/04,271,397,739,720,882,237,513,1062,955,1174,753,312,237,487,464,931,563,2.5,1,4,1,0,7
2021/01/05,114,168,279,443,616,100,281,667,570,652,410,53,103,308,130,289,270,-0.5,-4,3,-1,13.1,13
2021/01/06,151,167,557,288,648,123,208,573,481,480,390,331,125,265,478,294,240,2.5,1,4,1,1,9
2021/01/07,186,263,437,577,839,181,447,932,806,967,559,140,166,410,255,445,486,0,-1,1,-3,3.3,12
2021/01/08,254,298,724,641,1004,277,450,1004,907,1092,653,238,203,479,390,737,538,-0.5,-2,1,-5,0.3,12
2021/01/09,195,226,570,306,761,201,281,605,574,542,485,305,168,293,463,270,295,-3,-6,0,-5,0.1,9
2021/01/10,217,227,809,314,746,217,292,624,625,592,602,463,138,257,610,309,325,-2.5,-4,-1,-4,0.1,7
2021/01/11,223,288,552,596,800,195,387,932,814,969,622,202,177,444,309,506,465,-1.5,-3,0,-2,0,3
2021/01/12,195,308,575,645,916,215,452,1005,872,1096,573,192,213,443,313,461,454,-1.5,-4,1,-5,0.3,12
2021/01/13,83,180,222,432,616,91,330,669,518,664,355,75,98,301,196,175,308,-1,-2,0,-6,1.8,18
2021/01/14,26,167,178,406,657,87,273,640,546,640,370,64,129,294,168,954,289,-4.5,-7,-2,-7,8.6,16
2021/01/15,18,159,183,394,719,72,265,668,527,667,331,53,122,322,184,79,221,-5,-7,-3,-9,1,12
2021/01/16,7,85,76,201,500,48,107,365,281,288,197,47,65,168,134,65,108,-6,-8,-4,-12,2.7,17
2021/01/17,3,26,49,92,476,13,97,273,184,178,121,19,37,124,117,27,63,-12,-16,-8,-15,3.4,7
2021/01/18,30,115,93,295,498,79,207,491,389,499,211,44,87,239,135,186,196,-12,-16,-8,-15,3.4,7
2021/01/19,3,145,124,363,671,64,260,545,508,622,303,39,118,283,191,30,255,-13,-18,-8,-16,0.2,5
2021/01/20,43,238,208,442,770,77,317,759,573,765,401,19,168,345,194,418,367,-4.5,-9,0,-7,0.9,14
2021/01/21,121,278,273,526,800,76,403,938,718,968,543,49,206,417,244,373,486,1,-1,3,-2,2.1,11
2021/01/22,175,285,350,531,937,132,434,891,758,932,576,47,204,414,263,413,455,2,0,4,0,0,5
2021/01/23,168,221,436,363,723,144,290,599,525,604,485,117,196,265,444,282,273,4,2,6,1,0.2,12
2021/01/24,130,136,439,296,656,63,230,500,423,481,393,179,126,240,347,244,226,4,2,6,1,0.8,10
2021/01/25,166,252,293,516,750,123,347,794,669,829,480,57,146,428,219,612,339,-1.5,-4,1,-2,3.8,11
2021/01/26,106,214,288,499,789,110,367,779,673,809,473,55,154,360,213,346,332,-0.5,-1,0,-5,13.6,15
2021/01/27,103,211,316,458,784,83,306,725,610,708,440,50,132,360,166,352,305,-3,-6,0,-7,1.8,20
2021/01/28,131,268,382,517,860,154,375,874,705,871,544,122,149,391,230,422,440,-1.5,-3,0,-6,3.1,14
2021/01/29,184,262,458,560,954,144,453,951,776,936,517,137,171,454,291,416,410,-1.5,-4,1,-5,0.2,10
2021/01/30,44,63,30,204,610,22,135,385,273,300,253,26,45,195,113,179,135,-2.5,-5,0,-4,8.6,10
2021/01/31,76,97,112,231,554,44,150,450,313,341,288,80,70,193,229,157,129,-0.5,-4,3,-4,9.1,19
2021/02/01,110,184,57,361,650,74,249,622,570,691,367,43,111,330,137,302,309,-7,-10,-4,-12,0,12
2021/02/02,144,229,129,520,799,114,338,852,658,856,472,94,146,384,199,349,403,-2,-6,2,-4,0,8
2021/02/03,182,293,403,605,879,200,443,981,790,1044,587,199,247,390,386,435,458,2,-1,5,1,3.3,9
2021/02/04,133,218,293,461,836,147,337,797,708,841,489,70,168,378,187,402,378,2.5,0,5,0,10.6,23
2021/02/05,167,240,340,580,964,183,380,887,780,947,532,147,193,405,231,419,403,0,-2,2,-2,0.3,8
2021/02/06,83,110,242,264,678,112,214,470,431,413,341,86,98,209,199,245,192,-3.5,-5,-2,-9,3.7,19
2021/02/07,24,41,35,151,376,11,76,268,30,171,139,7,13,133,71,98,40,-6.5,-8,-5,-14,11.5,31
2021/02/08,0,73,25,54,209,48,128,380,0,392,69,1,60,156,90,32,152,-8,-10,-6,-13,22.5,18
2021/02/09,0,114,23,220,410,53,194,548,11,529,104,9,67,218,132,15,221,-6.5,-10,-3,-9,0.3,7
2021/02/10,1,128,50,262,603,53,188,591,326,579,215,14,94,243,118,21,228,-5.5,-8,-3,-9,1.7,9
2021/02/11,0,105,60,31,625,60,188,581,387,464,239,19,71,240,150,22,180,-10,-13,-7,-17,4.4,18
2021/02/12,0,89,23,168,630,68,151,509,430,436,190,15,75,235,100,7,180,-11.5,-14,-9,-19,0.2,16
2021/02/13,0,47,42,185,475,30,99,327,294,226,158,15,45,175,64,9,75,-10.5,-15,-6,-17,2.5,17
2021/02/14,0,45,69,167,469,19,88,334,240,235,152,23,25,148,97,16,82,-6.5,-8,-5,-13,1.3,19
2021/02/15,0,150,58,333,593,77,221,587,466,540,282,13,88,260,110,123,208,-6.5,-9,-4,-12,1.1,14
2021/02/16,0,136,30,398,650,90,230,676,513,715,323,18,94,309,110,194,252,-5,-9,-1,-7,0,4
2021/02/17,2,160,28,335,664,90,235,657,523,600,302,13,105,301,107,248,233,-1.5,-5,2,-4,6.6,15
2021/02/18,8,148,78,361,728,97,262,719,557,675,389,2,110,326,121,250,263,0,-2,2,-2,4.3,10
2021/02/19,5,182,95,370,776,109,232,700,563,695,348,9,102,346,162,268,270,0,-3,3,-2,0.3,7
2021/02/20,89,183,467,338,758,139,294,646,535,628,502,202,168,258,538,276,261,1.5,-1,4,0,0,6
2021/02/21,293,330,997,375,742,224,486,787,700,771,740,599,255,322,1185,308,405,3.5,0,7,2,0,4
2021/02/22,346,398,651,706,938,238,608,1174,1011,1319,825,372,267,488,621,541,607,6,3,9,5,0,3
2021/02/23,305,431,708,761,1041,294,579,1166,1127,1408,858,356,339,531,543,596,686,5.5,3,8,4,0,8
2021/02/24,473,616,1271,939,1277,453,833,1530,1414,1803,1200,666,461,665,1133,832,855,8.5,4,13,7,0,6
2021/02/25,607,686,1627,1035,1357,567,986,1755,1590,2098,1416,918,556,699,1546,861,1032,13,8,18,12,0,5
2021/02/26,474,661,1334,988,1370,544,900,1541,1484,1795,1241,744,494,697,1333,801,926,9.5,6,13,7,1.1,11
2021/02/27,176,208,445,400,821,169,287,640,612,625,498,239,222,296,407,357,316,3.5,2,5,-1,4.3,18
2021/02/28,374,397,1123,470,913,252,459,879,829,1001,778,663,314,369,1041,361,466,3,1,5,-1,0.1,13
2021/03/01,266,447,586,785,1099,294,566,1227,1159,1365,796,267,306,542,472,637,651,3,0,6,1,0,8
2021/03/02,448,620,1235,1019,1332,452,890,1621,1485,1878,1175,701,454,679,1031,869,910,6.5,3,10,4,0,11
2021/03/03,651,821,1777,1149,1516,615,1082,1914,1824,2277,1499,1044,620,753,1544,930,1124,8.5,4,13,7,0,5
2021/03/04,365,537,852,905,1248,364,705,1442,1303,1688,948,361,364,634,583,746,793,7.5,4,11,5,0.8,16
2021/03/05,136,188,304,484,905,128,361,768,724,810,520,58,131,383,188,389,307,2,-1,5,-2,14.1,13
2021/03/06,179,208,598,449,832,241,317,664,645,724,546,301,208,312,457,718,303,0,-2,2,-4,0,11
2021/03/07,262,286,943,424,849,284,374,825,738,797,662,473,205,331,835,430,378,2,-1,4,-4,0,19
2021/03/08,208,288,365,606,904,187,416,909,795,918,555,108,166,429,263,477,424,0,-2,2,-4,2.1,12
2021/03/09,268,387,628,780,1080,267,575,1207,1052,1276,783,208,242,515,427,598,633,0,-2,2,-1,0,3
2021/03/10,281,456,739,783,1154,311,618,1269,1150,1390,877,295,303,569,590,657,641,-0.5,-5,4,-3,0,7
2021/03/11,245,366,600,800,1165,312,554,1182,1084,1368,810,222,264,544,432,651,631,2,-1,5,-1,0.1,9
2021/03/12,224,357,571,717,1150,273,505,1100,1038,1227,684,209,239,554,418,564,531,5,2,8,1,6.1,21
2021/03/13,349,475,1157,668,1012,443,569,999,944,1123,946,711,348,436,1137,592,552,5,2,8,1,0.8,19
2021/03/14,303,374,988,477,892,270,470,844,794,895,768,607,261,345,985,414,428,5,2,8,2,0.1,18
2021/03/15,329,478,833,902,1176,417,670,1340,1258,1523,967,369,324,615,658,740,727,3.5,1,6,1,0.1,9
2021/03/16,259,404,556,752,959,245,528,1143,981,1228,721,216,243,514,399,579,555,3,1,5,1,0.7,9
2021/03/17,278,424,649,845,1137,382,609,1258,1138,1438,848,246,313,568,462,634,618,2,1,3,-1,2.8,14
2021/03/18,321,462,747,888,1265,384,624,1310,1231,1514,899,280,328,607,592,742,703,1.5,-1,4,-1,1.2,10
2021/03/19,259,353,569,802,1157,284,493,1152,1006,1286,670,184,272,536,372,579,568,1,-1,3,-2,0.3,9
2021/03/20,169,195,434,376,787,129,256,635,611,609,441,197,156,335,339,325,271,-1,-3,1,-5,1.9,10
2021/03/21,93,112,232,290,676,78,193,433,430,360,334,127,65,224,221,404,203,-1,-4,2,-5,1.8,18
2021/03/22,266,353,580,704,975,263,505,1115,979,1173,664,244,229,531,458,596,589,0,-3,3,-5,2.6,16
2021/03/23,283,408,640,777,1135,286,618,1200,1123,1284,762,272,259,555,516,756,633,2.5,-1,6,-1,0.3,14
2021/03/24,287,438,721,889,1159,297,576,1233,1085,1300,757,256,262,560,455,639,621,3,1,5,1,1.1,7
2021/03/25,391,569,1114,937,1291,471,841,1561,1525,1706,1039,545,390,632,867,814,859,6,3,9,6,0,3
2021/03/26,601,725,1761,1144,1468,649,973,1823,1767,2031,1393,930,580,715,1669,914,1045,8,3,13,7,0.1,6
2021/03/27,787,882,2878,1004,1443,870,1273,1597,1699,1924,1693,1957,658,625,3445,857,962,8.5,5,12,6,0.8,14
2021/03/28,445,566,1677,653,1071,618,739,1219,1091,1216,1059,1101,404,497,1735,605,628,10,5,15,9,0.2,9
2021/03/29,325,469,791,854,1049,383,649,1306,1161,1371,848,307,304,549,604,708,704,7,4,10,5,2,11
2021/03/30,398,516,1095,809,1113,408,722,1236,1191,1455,1046,598,367,538,868,657,729,10.5,7,14,9,5,9
2021/03/31,1152,1262,3767,1452,1869,1372,1890,2604,2709,3097,2447,2202,985,992,3574,1350,1601,15.5,11,20,16,0,4
2021/04/01,856,950,2332,1233,1584,878,1318,2066,1983,2455,1754,1320,744,778,2265,1146,1301,15,11,19,15,1.3,11
2021/04/02,430,609,1249,732,1124,540,715,1222,1121,1417,1047,760,463,534,1145,681,718,8.5,5,12,7,5.5,11
2021/04/03,125,156,265,227,405,90,168,321,307,361,316,193,123,221,277,178,221,6,3,9,4,3.5,10
2021/04/04,188,257,689,235,353,202,268,404,388,462,476,458,151,193,762,213,275,3,0,6,1,0.9,9
2021/04/05,393,521,1421,412,704,531,623,861,724,949,942,929,337,341,1612,592,565,6.5,1,12,4,0.1,20
2021/04/06,175,302,470,638,917,233,434,842,825,904,566,210,198,432,346,774,483,1.5,-1,4,-3,8.7,17
2021/04/07,220,348,476,662,910,284,459,976,915,1057,651,225,219,435,327,624,511,1,-2,4,-4,0.5,15
2021/04/08,155,284,378,579,873,188,401,889,770,943,533,162,174,423,246,452,448,1,-2,4,-3,3.7,17
2021/04/09,569,762,1621,1077,1534,569,933,1726,1598,1902,1292,946,535,671,1348,903,1022,4.5,-1,10,2,0,10
2021/04/10,1662,1600,5423,1368,1976,1626,2250,2553,2567,3051,3134,3573,1245,939,6433,1328,1706,9.5,3,16,9,0,8
2021/04/11,1343,1247,3980,967,1703,1388,1763,2099,2025,2303,2359,2936,1021,724,5458,1042,1590,11,7,15,10,0.8,10
2021/04/12,747,949,1881,1185,1517,827,1230,2086,1854,2347,1642,1214,696,814,1749,1102,1266,12.5,8,17,12,0,7
2021/04/13,148,233,292,540,772,146,307,798,625,760,487,81,131,405,175,398,366,3.5,1,6,-1,22,14
2021/04/14,144,235,336,556,803,172,345,738,686,780,504,138,137,426,227,373,353,1,0,2,-3,23.2,11
2021/04/15,127,167,247,494,804,131,279,652,658,656,435,86,106,352,136,349,351,1,1,1,-3,13.2,17
2021/04/16,78,158,205,438,746,117,225,609,590,555,341,63,104,304,133,334,278,-1,-4,2,-3,2.7,15
2021/04/17,121,138,334,384,731,157,214,582,442,498,360,183,120,298,306,336,246,2,1,3,0,1.2,7
2021/04/18,510,514,1694,549,1065,533,679,1128,976,1127,1028,1193,360,427,1801,519,632,5.5,2,9,4,0.1,8
2021/04/19,347,377,619,667,913,309,443,1012,925,1072,665,292,258,457,481,588,507,7.5,4,11,6,3.2,10
2021/04/20,842,822,2058,1270,1513,775,1108,1925,1951,2279,1590,1185,620,818,1765,1062,1100,7.5,5,10,6,4.1,6
2021/04/21,580,736,1431,1139,1449,592,974,1851,1726,2096,1304,785,546,733,1156,963,1003,9.5,5,14,8,1.8,12
2021/04/22,582,679,1441,1062,1417,601,908,1760,1581,2016,1308,829,475,707,1173,950,982,4.5,1,8,3,4.4,10
2021/04/23,415,526,877,967,1287,414,700,1535,1321,1658,1007,350,331,644,611,874,787,4,1,7,0,4.4,18
2021/04/24,687,817,2413,900,1442,948,1044,1686,1429,1770,1693,1488,682,684,2890,1003,1026,5,0,10,3,0.2,12
2021/04/25,615,729,2117,739,1328,877,966,1544,1257,1580,1272,1429,577,539,2298,729,835,5.5,2,9,4,0.7,10
2021/04/26,573,766,1557,1225,1488,720,899,1903,1806,2189,1433,777,550,775,1122,1159,1110,4,0,8,2,0.5,9
2021/04/27,771,928,2159,1424,1796,918,1359,2373,2251,2823,1828,1222,766,902,1917,1314,1427,6,1,11,5,0,11
2021/04/28,1081,1283,3128,1547,2011,1192,1770,2771,2785,3238,2218,1683,880,1059,2674,1419,1611,8,1,15,8,0,4
2021/04/29,915,1211,2630,1578,1949,1072,1487,2659,2558,3236,2131,1555,947,1042,2270,1330,1569,11,8,14,10,0.1,8
2021/04/30,892,1031,2482,1302,1825,897,1332,2294,2131,2533,1904,1526,688,957,2376,1235,1361,10.5,7,14,10,1.6,11
2021/05/01,479,482,1603,553,953,423,657,1223,936,1169,1014,1086,326,396,1848,510,617,9,5,13,7,0,14
2021/05/02,138,139,340,307,600,102,208,443,392,389,436,180,97,268,306,190,221,9,5,13,6,19.5,17
2021/05/03,416,458,1457,587,1055,545,596,1209,1014,1080,1058,1000,381,480,1531,529,631,6.5,3,10,4,4.2,19
2021/05/04,978,1356,2897,1640,2010,1283,1617,2679,2487,3161,2248,1646,931,978,2617,1459,1649,9,2,16,8,0,14
2021/05/05,490,763,1141,1174,1495,696,941,1871,1686,2118,1286,520,484,743,909,988,996,11.5,7,16,12,3.7,13
2021/05/06,732,1018,1832,1488,1774,938,1317,2427,2292,2951,1856,897,764,941,1429,1288,1375,7.5,4,11,5,0.8,17
2021/05/07,476,684,1097,1210,1585,596,922,1893,1636,2129,1327,474,497,824,775,970,972,7.5,4,11,6,2.2,19
2021/05/08,647,699,1835,824,1446,773,917,1567,1359,1712,1444,1113,554,617,1754,867,870,7.5,3,12,4,0.8,17
2021/05/09,2042,1763,7075,1425,2516,2063,3266,3521,3482,3864,4025,4781,1705,1112,8824,1418,2274,11.5,3,20,12,0,7
2021/05/10,1370,1753,3868,2071,2446,1542,2432,3530,3540,4174,3066,2288,1378,1235,3515,1828,2295,16.5,8,25,17,0,7
2021/05/11,1694,1986,4605,2342,2820,1773,3008,4052,4285,4816,3555,2450,1649,1406,4217,2035,2604,18,11,25,19,0,10
2021/05/12,1648,1912,4172,2278,2631,1815,2783,4049,4042,4751,3316,2281,1498,1368,3710,2119,2499,15,10,20,14,1.1,21
2021/05/13,637,852,1408,1369,1724,763,1095,2177,2090,2640,1487,670,571,802,1029,1127,1210,9.5,7,12,10,4.8,9
2021/05/14,578,720,1342,1170,1610,725,962,1900,1841,2108,1363,606,537,855,1090,993,1059,9.5,9,10,7,9.7,15
2021/05/15,1036,1238,3236,1192,1777,1287,1570,2294,2110,2495,2111,2400,978,828,3710,1044,1409,13,8,18,13,9.1,7
2021/05/16,597,513,1370,588,1077,407,610,1225,1037,1249,1030,887,326,480,1467,536,625,10.5,8,13,11,1.1,9
2021/05/17,436,762,1052,1090,1460,597,924,1791,1744,2040,1212,470,455,726,712,964,1032,11,7,15,10,1,9
2021/05/18,394,398,780,816,1092,432,593,1227,1191,1327,901,324,257,584,665,655,618,10,7,13,8,3.3,21
2021/05/19,766,1012,1680,1599,1949,907,1274,2523,2321,2908,1688,879,691,999,1310,1221,1324,10,7,13,8,7.5,14
2021/05/20,1121,1427,2698,1811,2229,1243,1764,3248,3039,3637,2449,1419,1006,1227,2399,1672,1779,10,7,13,8,12.7,15
2021/05/21,1241,1548,3194,2029,2527,1380,2143,3589,3359,3999,2788,1717,1070,1255,2982,1706,2043,13,6,20,13,0,5
2021/05/22,443,465,1090,640,1111,456,659,1095,1009,1243,975,595,388,465,1145,595,615,11,8,14,10,2,14
2021/05/23,799,773,2126,782,1259,697,992,1509,1244,1545,1366,1665,584,527,2445,648,884,12,8,16,11,4.1,9
2021/05/24,1372,1682,3405,2112,2450,1624,2192,3721,3454,4261,2873,1917,1205,1289,3316,1776,2108,13,7,19,13,0,8
2021/05/25,491,547,929,1207,1414,519,836,1787,1638,1999,1209,262,366,791,656,937,1043,9,6,12,9,9.9,12
2021/05/26,1601,1964,4096,2375,2707,1804,2520,4065,4033,4762,3183,2226,1335,1344,3851,2080,2537,12,5,19,12,0,9
2021/05/27,1146,1553,2759,2090,2435,1451,1959,3370,3271,3987,2708,1296,1052,1187,2313,1855,1959,12.5,8,17,12,0,11
2021/05/28,1026,1272,2553,1901,2267,1330,1810,3060,2997,3660,2479,1195,873,1265,2275,1615,1811,10.5,7,14,9,4.7,13
2021/05/29,341,398,827,609,1005,333,450,1020,855,1093,747,395,297,471,593,489,509,10,6,14,9,6.6,11
2021/05/30,654,618,1724,710,1226,486,722,1387,1173,1437,1113,1143,431,599,1624,616,591,11,8,14,8,13,14
2021/05/31,1155,1388,2634,1932,2266,1189,1820,3356,2963,3895,2438,1344,889,1225,2321,1613,1762,10.5,8,13,9,4.2,10
2021/06/01,1311,1592,3028,2183,2582,1484,2220,3684,3501,4244,2773,1421,1080,1406,2559,1951,2133,9,8,10,9,0.9,6
2021/06/02,1278,1530,2816,2086,2539,1449,2054,3339,3425,3974,2676,1309,1063,1221,2377,1884,2013,11.5,7,16,11,0,11
2021/06/03,1779,1582,5869,1420,2236,1719,2620,3056,2855,3375,3336,3571,1224,1124,7561,1593,1993,13,8,18,12,0.1,11
2021/06/04,1151,1377,3653,1551,2096,1394,2106,2835,2902,3287,2713,1938,1031,1075,4148,1449,1829,14,9,19,14,0,12
2021/06/05,531,635,1584,733,1202,661,743,1246,1230,1474,1358,841,490,601,1733,715,753,15.5,10,21,16,0,10
2021/06/06,1707,1700,5611,1435,2228,1725,2806,2978,3055,3264,3342,3722,1322,1001,7272,1322,1933,17,12,22,17,0,8
2021/06/07,1648,1818,3491,2205,2681,1629,2663,3915,3973,4513,3251,1882,1354,1363,3132,2163,2473,17,12,22,17,0.2,5
2021/06/08,1621,1953,3511,2443,2977,1705,2654,4270,4091,4926,3385,1882,1459,1425,3212,2331,2503,17.5,12,23,18,0.8,7
2021/06/09,1427,1696,2888,2186,2674,1406,2379,3911,3669,4589,2969,1411,1143,1367,2554,2111,2169,19,15,23,19,0.8,5
2021/06/10,1557,1822,3438,2535,2903,1601,2524,4110,3944,4881,3295,1764,1308,1491,2859,2196,2448,17,13,21,17,4.1,8
2021/06/11,1156,1330,1988,1778,2269,1014,1836,3075,2844,3536,2213,960,832,1257,1707,1682,1757,18.5,15,22,18,0.4,7
2021/06/12,887,860,2363,1136,1601,993,1498,1883,1752,2120,1772,1605,807,743,2752,1052,1183,18,13,23,18,6.4,11
2021/06/13,851,812,2255,952,1536,764,1053,1848,1570,1998,1643,1361,543,778,2263,913,1000,12,9,15,11,8.9,21
2021/06/14,1465,1706,2699,2286,2710,1487,2167,3731,3619,4499,2901,1379,1137,1347,2324,2044,2199,13.5,9,18,13,0.3,9
2021/06/15,1728,2028,3587,2582,3011,1785,2682,4336,4163,5054,3401,1979,1425,1493,3346,2323,2608,16.5,11,22,17,0,3
2021/06/16,1749,1927,3840,2637,3182,1793,2740,4318,4238,5065,3646,2058,1448,1503,3390,2317,2610,18.5,14,23,18,3.6,7
2021/06/17,1677,1971,3613,2617,3075,1688,2922,4278,4212,5092,3543,1915,1350,1511,3315,2315,2579,18.5,13,24,19,0,16
2021/06/18,1454,1695,3280,2309,2787,1461,2642,3834,3899,4347,3173,1424,1118,1378,2919,2217,2318,21.5,16,27,24,0.3,11
2021/06/19,1020,1033,2974,1230,1907,1123,2216,2257,2539,2489,2415,1702,892,849,3254,1167,1419,22,16,28,24,0.1,11
2021/06/20,1230,1170,3657,1232,1915,1003,2438,2447,2569,2528,2516,2266,973,882,4030,1059,1464,21,15,27,22,0,13
2021/06/21,1547,1696,3084,2392,2703,1418,2662,3813,3871,4459,3061,1424,1217,1421,2598,1985,2317,23,17,29,25,5.5,8
2021/06/22,1235,1426,2244,2097,2475,1230,2112,3468,3298,3954,2580,900,1020,1239,1859,1891,1979,21,18,24,20,13.3,8
2021/06/23,1176,1441,2436,2086,2585,1248,1943,3324,3244,3939,2580,1090,918,1301,1867,1882,1924,23.5,17,30,25,2.8,4
2021/06/24,887,1059,1718,1709,2066,913,1581,2791,2705,3212,2029,657,836,1065,1274,1502,1661,23,17,29,24,4,5
2021/06/25,1001,1085,2048,1673,2186,1005,1622,2808,2746,3202,2116,902,727,1076,1638,1600,1583,19.5,15,24,20,1.2,19
2021/06/26,557,673,1528,852,1518,644,900,1552,1344,1655,1371,859,503,592,1388,874,903,18.5,14,23,18,0.4,6
2021/06/27,1461,1314,4141,1308,2060,1408,2124,2595,2512,2806,2919,2616,1033,899,5436,1310,1655,19,14,24,20,0.1,6
2021/06/28,1669,1831,3371,2422,2766,1679,2618,4087,3897,4639,3191,1826,1394,1364,3100,2113,2448,20,15,25,21,0,5
2021/06/29,1553,1691,3438,2490,2843,1579,2620,4095,3983,4762,3148,1609,1299,1345,2754,2076,2368,20.5,15,26,22,0.5,8
2021/06/30,1660,1863,3722,2519,2978,1684,2814,4196,4180,4953,3381,1825,1452,1408,3219,2200,2473,20.5,16,25,22,2.9,16
2021/07/01,1076,1311,2351,1962,2342,1229,1826,3083,2959,3617,2463,1040,920,1087,1868,1759,1868,18,14,22,18,12.4,9
2021/07/02,1029,1204,1932,1878,2242,1151,1631,3069,2778,3505,2247,939,850,973,1618,1509,1802,14.5,13,16,13,10.5,14
2021/07/03,484,544,1309,762,1191,549,831,1298,1241,1465,1294,776,407,531,1207,809,806,17.5,14,21,17,2.2,14
2021/07/04,1711,1506,5126,1513,2105,1509,2471,2818,2926,3180,3006,3426,1148,997,6191,1371,1990,19.5,14,25,20,3,6
2021/07/05,1481,1792,3279,2454,2755,1608,2489,3924,3933,4720,3170,1795,1335,1338,2961,2165,2421,19.5,15,24,19,4.7,6
2021/07/06,1701,1885,3743,2577,3002,1775,2879,4185,4336,4885,3334,1889,1482,1405,3174,2234,2605,21,14,28,22,0,7
2021/07/07,1503,1674,3223,2532,2773,1592,2803,3932,4089,4640,3232,1588,1409,1310,2940,2237,2516,23,17,29,24,0,11
2021/07/08,1496,1633,3138,2386,2649,1458,2709,3799,3782,4463,3078,1533,1272,1257,2553,1906,2354,23,18,28,24,0,9
2021/07/09,842,961,1772,1645,1934,931,1543,2501,2562,3170,1923,727,719,965,1217,1466,1518,21.5,17,26,22,4.2,9
2021/07/10,1057,1146,3295,1345,1894,1272,1797,2412,2371,2753,2492,2006,935,897,3670,1238,1477,19.5,17,22,20,0.9,6
2021/07/11,806,799,2491,966,1413,727,1388,1835,1657,1843,1612,1722,568,635,3006,751,1037,20.5,15,26,21,14.6,9
2021/07/12,572,661,966,1265,1460,607,1010,1939,1814,2206,1178,342,429,684,717,1039,1164,24,17,31,25,0.5,5
2021/07/13,1627,1697,3641,2436,2899,1677,2824,4084,3936,4711,3472,2033,1338,1376,3496,2210,2338,25,18,32,27,0,9
2021/07/14,1085,1307,2224,2063,2420,1225,2052,3338,3178,3750,2445,1054,958,1160,1696,1824,1890,24.5,18,31,27,39.5,8
2021/07/15,819,814,1757,1093,1605,666,1244,1906,1881,2150,1655,942,615,739,1499,1022,1129,23.5,18,29,24,6.7,6
2021/07/16,1039,1182,2364,1800,2396,1097,1770,2995,2893,3282,2261,1132,904,1075,1999,1870,1680,21.5,17,26,22,5.4,8
2021/07/17,868,843,2265,1050,1617,927,1403,1700,1844,1913,1841,1317,753,742,2598,988,1105,22,18,26,23,26.6,9
2021/07/18,823,806,2312,925,1455,716,1101,1608,1583,1764,1675,1635,599,621,2354,994,1086,21,18,23,21,11.9,11
2021/07/19,1414,1546,2969,2217,2581,1433,2314,3487,3327,4040,2863,1733,1252,1216,2939,1979,2229,19.5,15,24,19,0.1,10
2021/07/20,554,698,1057,1160,1429,534,922,1783,1580,2042,1321,452,507,706,851,1010,900,17,13,21,18,0.8,8
2021/07/21,1417,1563,2950,2183,2548,1540,2226,3674,3326,4200,2720,1647,1189,1223,2845,2055,2220,16,12,20,16,0.2,14
2021/07/22,1185,1419,2592,2085,2491,1403,1966,3451,3231,3847,2517,1324,1016,1173,2207,1891,2120,18,14,22,18,0,6
2021/07/23,1275,1330,2756,1986,2431,1315,2058,3259,3149,3634,2748,1355,1001,1156,2679,1790,2037,18,13,23,19,0.2,4
2021/07/24,1034,1064,2993,1160,1761,1159,1808,2080,2192,2324,2363,1725,851,725,3640,1158,1441,20,14,26,21,0,7
2021/07/25,908,843,2756,1068,1626,929,1535,2056,1908,2203,2129,1861,695,756,3549,822,1346,22.5,18,27,23,0.1,9
2021/07/26,1267,1407,2774,2042,2427,1327,2131,3324,3173,3868,2653,1474,1095,1137,2548,1935,1915,21,17,25,22,2.8,6
2021/07/27,1272,1360,2814,2030,2525,1414,2250,3432,3507,4039,2926,1477,1055,1165,2837,2143,2173,23.5,18,29,25,4.1,6
2021/07/28,1201,1353,2491,2028,2505,1210,2220,3267,3303,3796,2600,1301,1074,1199,2186,1956,1951,23,18,28,24,2.6,6
